FID,API,API10,CompanyNam,County,Latitude,Longitude,Owner,OwnerName2,PermitDate,Township,WellName,WellNumber,WellStatus,meta_sourc,AltName_20,CompanyN_1,Vol_InDist,Vol_OutDis,AltName_21,CompanyN_2,Vol_InDi_1,Vol_OutD_1,AltName_22,CompanyN_3,Vol_InDi_2,Vol_OutD_2,AltName_23,CompanyN_4,Vol_InDi_3,Vol_OutD_3,AltName_24,CompanyN_5,Vol_InDi_4,Vol_OutD_4,AltName_25,CompanyN_6,Vol_InDi_5,Vol_OutD_5,AltName_26,CompanyN_7,Vol_InDi_6,Vol_OutD_6,AltName_27,CompanyN_8,Vol_InDi_7,Vol_OutD_7,AltName_28,CompanyN_9,Vol_InDi_8,Vol_OutD_8,AltName_29,Company_10,Vol_InDi_9,Vol_OutD_9,AltName_30,Company_11,Vol_InD_10,Vol_Out_10,AltName_31,Company_12,Vol_InD_11,Vol_Out_11,AltName_32,Company_13,Vol_InD_12,Vol_Out_12,AltName_33,Company_14,Vol_InD_13,Vol_Out_13,AltName_34,Company_15,Vol_InD_14,Vol_Out_14,AltName_35,Company_16,Vol_InD_15,Vol_Out_15,AltName_36,Company_17,Vol_InD_16,Vol_Out_16,AltName_37,Company_18,Vol_InD_17,Vol_Out_17,AltName_38,Company_19,Vol_InD_18,Vol_Out_18,AltName_39,Company_20,Vol_InD_19,Vol_Out_19,AltName_40,Company_21,Vol_InD_20,Vol_Out_20,AltName_41,Company_22,Vol_InD_21,Vol_Out_21,AltName_42,Company_23,Vol_InD_22,Vol_Out_22,AltName_43,Company_24,Vol_InD_23,Vol_Out_23,AltName_44,Company_25,Vol_InD_24,Vol_Out_24,AltName_45,Company_26,Vol_InD_25,Vol_Out_25,AltName_46,Company_27,Vol_InD_26,Vol_Out_26,AltName_47,Company_28,Vol_InD_27,Vol_Out_27,AltName_48,Company_29,Vol_InD_28,Vol_Out_28,AltName_49,Company_30,Vol_InD_29,Vol_Out_29,AltName_50,Company_31,Vol_InD_30,Vol_Out_30,AltName_51,Company_32,Vol_InD_31,Vol_Out_31,AltName_52,Company_33,Vol_InD_32,Vol_Out_32,AltName_53,Company_34,Vol_InD_33,Vol_Out_33,AltName_54,Company_35,Vol_InD_34,Vol_Out_34,AltName_55,Company_36,Vol_InD_35,Vol_Out_35,AltName_56,Company_37,Vol_InD_36,Vol_Out_36,AltName_57,Company_38,Vol_InD_37,Vol_Out_37,Total_In,Total_Out,Total
143,34000000000000,3401920326,"EnerVest Operating, LLC",CARROLL,40.60701408,-81.26498282,ENERVEST OPERATING LLC,.,.,ROSE,LINDENTREE(SWIW#8)     7,.,AI,SWD-july2018,.,"EnerVest Operating, LLC",10682,0,.,"EnerVest Operating, LLC",2462,0,.,"EnerVest Operating, LLC",4478,0,.,"EnerVest Operating, LLC",1951,0,.,"EnerVest Operating, LLC",6109,0,.,"EnerVest Operating, LLC",4277,0,.,"EnerVest Operating, LLC",7421,0,.,"EnerVest Operating, LLC",4907,0,.,"EnerVest Operating, LLC",6140,0,.,"EnerVest Operating, LLC",2803,0,.,"EnerVest Operating, LLC",6054,0,.,"EnerVest Operating, LLC",598,0,.,"EnerVest Operating, LLC",2871,0,.,"EnerVest Operating, LLC",49,0,.,"EnerVest Operating, LLC",45,0,.,"EnerVest Operating, LLC",0,0,.,"EnerVest Operating, LLC",2299,0,.,"EnerVest Operating, LLC",4015,0,.,"EnerVest Operating, LLC",966,0,.,"EnerVest Operating, LLC",603,0,.,"EnerVest Operating, LLC",241,0,.,"EnerVest Operating, LLC",4704,0,.,"EnerVest Operating, LLC",2213,0,.,"EnerVest Operating, LLC",12212,0,.,"EnerVest Operating, LLC",4141,0,.,"EnerVest Operating, LLC",3882,0,.,"EnerVest Operating, LLC",7445,0,.,"EnerVest Operating, LLC",4047,0,.,"EnerVest Operating, LLC",12959,0,.,"EnerVest Operating, LLC",6396,0,.,"EnerVest Operating, LLC",9568,0,.,"EnerVest Operating, LLC",3425,0,.,"EnerVest Operating, LLC",12087,0,.,"EnerVest Operating, LLC",5024,0,.,"EnerVest Operating, LLC",5091,0,.,"EnerVest Operating, LLC",5297,0,.,"EnerVest Operating, LLC",0,0,.,"EnerVest Operating, LLC",0,0,179680,0,179680
144,34000000000000,3401922045,"EnerVest Operating, LLC",CARROLL,40.64729467,-81.29419913,ENERVEST OPERATING LLC,.,.,ROSE,LEE UNIT(SWIW #9)     1-D,.,AI,SWD-july2018,.,"EnerVest Operating, LLC",0,0,.,"EnerVest Operating, LLC",15293,0,.,"EnerVest Operating, LLC",14088,0,.,"EnerVest Operating, LLC",15032,0,.,"EnerVest Operating, LLC",14142,0,.,"EnerVest Operating, LLC",10933,0,.,"EnerVest Operating, LLC",12906,0,.,"EnerVest Operating, LLC",21372,0,.,"EnerVest Operating, LLC",17504,0,.,"EnerVest Operating, LLC",23510,0,.,"EnerVest Operating, LLC",21326,0,.,"EnerVest Operating, LLC",17006,0,.,"EnerVest Operating, LLC",29770,0,.,"EnerVest Operating, LLC",28657,0,.,"EnerVest Operating, LLC",30026,0,.,"EnerVest Operating, LLC",31639,0,.,"EnerVest Operating, LLC",26380,0,.,"EnerVest Operating, LLC",34228,0,.,"EnerVest Operating, LLC",31837,0,.,"EnerVest Operating, LLC",27254,0,.,"EnerVest Operating, LLC",22995,0,.,"EnerVest Operating, LLC",35991,0,.,"EnerVest Operating, LLC",27720,0,.,"EnerVest Operating, LLC",21139,0,.,"EnerVest Operating, LLC",19686,0,.,"EnerVest Operating, LLC",15700,0,.,"EnerVest Operating, LLC",10170,0,.,"EnerVest Operating, LLC",15387,0,.,"EnerVest Operating, LLC",10392,0,.,"EnerVest Operating, LLC",12594,0,.,"EnerVest Operating, LLC",18280,0,.,"EnerVest Operating, LLC",25538,0,.,"EnerVest Operating, LLC",20210,0,.,"EnerVest Operating, LLC",18049,0,.,"EnerVest Operating, LLC",15701,0,.,"EnerVest Operating, LLC",17905,0,.,"EnerVest Operating, LLC",0,0,.,"EnerVest Operating, LLC",0,0,758644,0,758644
145,34200000000000,3416920775,"Carter Oilfield Trucking, LLC",WAYNE,40.66886533,-81.9373323,S & H WATER SERVICE,.,.,FRANKLIN,ERMA MILLER {SWIW#7}     7,.,AI,SWD-july2018,.,S & H Water Service,13620,0,.,S & H Water Service,12877,0,.,S & H Water Service,13863,0,.,S & H Water Service,14570,0,.,S & H Water Service,14885,0,.,S & H Water Service,16862,0,.,S & H Water Service,16248,0,.,S & H Water Service,15796,0,.,S & H Water Service,15932,0,.,S & H Water Service,16772,0,.,S & H Water Service,15678,0,.,S & H Water Service,15896,0,.,S & H Water Service,16010,0,.,S & H Water Service,14684,0,.,S & H Water Service,14101,0,.,S & H Water Service,15203,0,.,S & H Water Service,15112,0,.,S & H Water Service,14428,0,.,S & H Water Service,15485,0,.,S & H Water Service,15661,0,.,S & H Water Service,15773,0,.,S & H Water Service,15686,0,.,S & H Water Service,15104,0,.,S & H Water Service,14871,0,.,S & H Water Service,13995,0,.,S & H Water Service,14716,0,.,S & H Water Service,16959,0,.,S & H Water Service,15991,0,.,S & H Water Service,16377,0,.,S & H Water Service,18104,0,.,S & H Water Service,0,0,.,S & H Water Service,0,0,.,"Carter Oilfield Trucking, LLC",9056,0,.,"Carter Oilfield Trucking, LLC",17001,0,.,"Carter Oilfield Trucking, LLC",15721,0,.,"Carter Oilfield Trucking, LLC",18528,0,.,"Carter Oilfield Trucking, LLC",0,0,.,"Carter Oilfield Trucking, LLC",0,0,551335,0,551335
146,34200000000000,3417520341,Mar Oil Company,WYANDOT,40.68777156,-83.40878478,MAR OIL COMPANY,.,.,MARSEILLES,BORN(SWIW #3)     1,.,AI,SWD-july2018,.,Mar Oil Company,2771,0,.,Mar Oil Company,2941,0,.,Mar Oil Company,140,0,.,Mar Oil Company,277,0,.,Mar Oil Company,3990,0,.,Mar Oil Company,2792,0,.,Mar Oil Company,1507,0,.,Mar Oil Company,3550,0,.,Mar Oil Company,2620,0,.,Mar Oil Company,3244,0,.,Mar Oil Company,2438,0,.,Mar Oil Company,1974,0,.,Mar Oil Company,2908,0,.,Mar Oil Company,3016,0,.,Mar Oil Company,0,0,.,Mar Oil Company,3679,0,.,Mar Oil Company,2312,0,.,Mar Oil Company,1549,0,.,Mar Oil Company,0,0,.,Mar Oil Company,1105,0,.,Mar Oil Company,2548,0,.,Mar Oil Company,3980,0,.,Mar Oil Company,0,0,.,Mar Oil Company,2203,0,.,Mar Oil Company,0,0,.,Mar Oil Company,0,0,.,Mar Oil Company,460,0,.,Mar Oil Company,3085,0,.,Mar Oil Company,6364,0,.,Mar Oil Company,3840,0,.,Mar Oil Company,0,0,.,Mar Oil Company,1620,0,.,Mar Oil Company,1563,0,.,Mar Oil Company,732,0,.,Mar Oil Company,0,0,.,Mar Oil Company,2115,0,.,Mar Oil Company,0,0,.,Mar Oil Company,0,0,79302,0,79302
147,34200000000000,3415122089,Riverside Petroleum,STARK,40.71119169,-81.2497473,RIVERSIDE PETROLEUM & PROD.,.,.,SANDY,W. RARRIC {SWIW#3}     2,.,AI,SWD-july2018,.,Riverside Petroleum,24365,0,.,Riverside Petroleum,34416,0,.,Riverside Petroleum,20258,0,.,Riverside Petroleum,30033,0,.,Riverside Petroleum,22456,0,.,Riverside Petroleum,20881,0,.,Riverside Petroleum,20911,0,.,Riverside Petroleum,15884,0,.,Riverside Petroleum,12508,1780,.,Riverside Petroleum,10469,420,R & P Incorporated,Riverside Petroleum,8281,0,R & P Incorporated,Riverside Petroleum,8811,0,R & P Incorporated,Riverside Petroleum,5947,0,R & P Incorporated,Riverside Petroleum,8048,0,R & P Incorporated,Riverside Petroleum,8462,0,R & P Incorporated,Riverside Petroleum,6888,0,R & P Incorporated,Riverside Petroleum,6800,0,R & P Incorporated,Riverside Petroleum,6986,0,R & P Incorporated,Riverside Petroleum,7766,0,R & P Incorporated,Riverside Petroleum,6717,0,R & P Incorporated,Riverside Petroleum,7350,0,R & P Incorporated,Riverside Petroleum,2206,0,.,Riverside Petroleum,4130,0,.,Riverside Petroleum,3093,0,.,Riverside Petroleum,3787,0,.,Riverside Petroleum,4828,0,.,Riverside Petroleum,4379,0,.,Riverside Petroleum,7367,0,.,Riverside Petroleum,5033,0,.,Riverside Petroleum,5487,0,.,Riverside Petroleum,4675,0,.,Riverside Petroleum,7284,0,.,Riverside Petroleum,5482,0,.,Riverside Petroleum,4844,0,.,Riverside Petroleum,4938,0,.,Riverside Petroleum,5858,0,.,Riverside Petroleum,0,0,.,Riverside Petroleum,0,0,412540,2200,414740
148,34200000000000,3415121920,Danny Long & Sons,STARK,40.71988166,-81.29215916,DANNY LONG & SONS INC,.,.,SANDY,ALBERT CREIGHTON {SWIW#9}     1,.,AI,SWD-july2018,.,Danny Long & Sons,8212,0,.,Danny Long & Sons,7978,0,.,Danny Long & Sons,5089,0,.,Danny Long & Sons,12314,0,.,Danny Long & Sons,11706,549,.,Danny Long & Sons,5706,115,.,Danny Long & Sons,3597,0,.,Danny Long & Sons,5210,0,.,Danny Long & Sons,4517,0,.,Danny Long & Sons,4582,0,.,Danny Long & Sons,3196,0,.,Danny Long & Sons,4021,0,.,Danny Long & Sons,4359,0,.,Danny Long & Sons,2440,0,.,Danny Long & Sons,2465,0,.,Danny Long & Sons,2107,0,.,Danny Long & Sons,1822,0,.,Danny Long & Sons,2681,0,.,Danny Long & Sons,1463,0,.,Danny Long & Sons,3608,0,.,Danny Long & Sons,3196,0,.,Danny Long & Sons,5802,0,.,Danny Long & Sons,4975,0,.,Danny Long & Sons,2777,0,.,Danny Long & Sons,4379,0,.,Danny Long & Sons,5910,0,.,Danny Long & Sons,6731,0,.,Danny Long & Sons,6487,0,.,Danny Long & Sons,5749,0,.,Danny Long & Sons,4548,0,.,Danny Long & Sons,4106,0,.,Danny Long & Sons,3833,0,.,Danny Long & Sons,4226,0,.,Danny Long & Sons,4102,0,.,Danny Long & Sons,5783,0,.,Danny Long & Sons,3501,0,.,Danny Long & Sons,0,0,.,Danny Long & Sons,0,0,196590,1762,198352
149,34200000000000,3415122088,William S. Miller,STARK,40.74006192,-81.22899133,WILLIAM S MILLER INC,.,.,OSNABURG,FOLTZ {SWIW #21}     2,.,AI,SWD-july2018,.,Foltz & Foltz LLP,2105,0,.,Foltz & Foltz LLP,2870,0,.,Foltz & Foltz LLP,1701,0,.,Foltz & Foltz LLP,2250,0,.,Foltz & Foltz LLP,1995,0,.,Foltz & Foltz LLP,2947,0,.,Foltz & Foltz LLP,1521,0,.,Foltz & Foltz LLP,1666,0,.,Foltz & Foltz LLP,2209,0,.,Foltz & Foltz LLP,1914,0,.,Foltz & Foltz LLP,1569,0,.,Foltz & Foltz LLP,1729,0,.,Foltz & Foltz LLP,1656,0,.,Foltz & Foltz LLP,1518,0,.,Foltz & Foltz LLP,526,0,.,Foltz & Foltz LLP,1789,0,.,Foltz & Foltz LLP,1388,0,.,Foltz & Foltz LLP,1512,0,.,Foltz & Foltz LLP,1505,0,.,Foltz & Foltz LLP,1006,0,.,Foltz & Foltz LLP,1315,0,.,Foltz & Foltz LLP,1794,0,.,Foltz & Foltz LLP,950,0,.,Foltz & Foltz LLP,1240,0,.,Foltz & Foltz LLP,1118,0,.,Foltz & Foltz LLP,2190,0,.,Foltz & Foltz LLP,1865,0,.,Foltz & Foltz LLP,2263,0,.,Foltz & Foltz LLP,2025,0,.,"William S. Miller, Inc.",2682,0,.,William S. Miller,4759,0,.,William S. Miller,7561,0,.,William S. Miller,5915,0,.,William S. Miller,7820,0,.,William S. Miller,8290,0,.,William S. Miller,0,0,.,William S. Miller,0,0,.,William S. Miller,0,0,91153,0,91153
150,34200000000000,3416922198,"Mac Oilfield Services, Inc.",WAYNE,40.7465385,-81.96446527,MAC OIL FIELD SERVICE INC,.,.,WOOSTER,WELDON MOHR {SWIW#4}     2,.,AI,SWD-july2018,.,"Mac Oilfield Services, Inc.",9137,0,.,"Mac Oilfield Services, Inc.",10016,0,.,"Mac Oilfield Services, Inc.",8640,0,.,"Mac Oilfield Services, Inc.",5058,0,.,"Mac Oilfield Services, Inc.",9729,0,.,"Mac Oilfield Services, Inc.",9420,0,.,"Mac Oilfield Services, Inc.",8950,0,.,"Mac Oilfield Services, Inc.",7261,0,.,"Mac Oilfield Services, Inc.",3799,0,.,"Mac Oilfield Services, Inc.",0,0,.,"Mac Oilfield Services, Inc.",7102,0,.,"Mac Oilfield Services, Inc.",10624,0,.,"Mac Oilfield Services, Inc.",12936,0,.,"Mac Oilfield Services, Inc.",12391,0,.,"Mac Oilfield Services, Inc.",8869,0,.,"Mac Oilfield Services, Inc.",3035,0,.,"Mac Oilfield Services, Inc.",12506,0,.,"Mac Oilfield Services, Inc.",10269,0,.,"Mac Oilfield Services, Inc.",9140,0,.,"Mac Oilfield Services, Inc.",8804,0,.,"Mac Oilfield Services, Inc.",7436,0,.,"Mac Oilfield Services, Inc.",11377,0,.,"Mac Oilfield Services, Inc.",12050,0,.,"Mac Oilfield Services, Inc.",11260,0,.,"Mac Oilfield Services, Inc.",10902,0,.,"Mac Oilfield Services, Inc.",8353,0,.,"Mac Oilfield Services, Inc.",8157,0,.,"Mac Oilfield Services, Inc.",9200,0,.,"Mac Oilfield Services, Inc.",7805,0,.,"Mac Oilfield Services, Inc.",10182,0,.,"Mac Oilfield Services, Inc.",7995,0,.,"Mac Oilfield Services, Inc.",9077,0,.,"Mac Oilfield Services, Inc.",7901,0,.,"Mac Oilfield Services, Inc.",7703,0,.,"Mac Oilfield Services, Inc.",6002,0,.,"Mac Oilfield Services, Inc.",11272,0,.,"Mac Oilfield Services, Inc.",0,0,.,"Mac Oilfield Services, Inc.",0,0,333816,0,333816
151,34200000000000,3415122849,"EnerVest Operating, LLC",STARK,40.76973247,-81.4786487,ENERVEST OPERATING LLC,.,.,PERRY,HOL-WIT INC. (SWIW #24)     2,.,AI,SWD-july2018,.,"EnerVest Operating, LLC",2935,0,.,"EnerVest Operating, LLC",5355,0,.,"EnerVest Operating, LLC",5428,0,.,"EnerVest Operating, LLC",12782,0,.,"EnerVest Operating, LLC",9411,0,.,"EnerVest Operating, LLC",3994,0,.,"EnerVest Operating, LLC",12528,0,.,"EnerVest Operating, LLC",8447,0,.,"EnerVest Operating, LLC",8791,0,.,"EnerVest Operating, LLC",5204,22,.,"EnerVest Operating, LLC",10731,0,.,"EnerVest Operating, LLC",6255,0,.,"EnerVest Operating, LLC",18090,0,.,"EnerVest Operating, LLC",4268,0,.,"EnerVest Operating, LLC",11964,0,.,"EnerVest Operating, LLC",989,0,.,"EnerVest Operating, LLC",2016,0,.,"EnerVest Operating, LLC",0,0,.,"EnerVest Operating, LLC",0,0,.,"EnerVest Operating, LLC",0,0,.,"EnerVest Operating, LLC",0,0,.,"EnerVest Operating, LLC",0,0,.,"EnerVest Operating, LLC",0,0,.,"EnerVest Operating, LLC",0,0,.,"EnerVest Operating, LLC",0,0,.,"EnerVest Operating, LLC",0,0,.,"EnerVest Operating, LLC",1670,0,.,"EnerVest Operating, LLC",14909,0,.,"EnerVest Operating, LLC",3664,0,.,"EnerVest Operating, LLC",5280,0,.,"EnerVest Operating, LLC",1764,0,.,"EnerVest Operating, LLC",8622,0,.,"EnerVest Operating, LLC",3567,0,.,"EnerVest Operating, LLC",5821,0,.,"EnerVest Operating, LLC",1492,0,.,"EnerVest Operating, LLC",9520,0,.,"EnerVest Operating, LLC",0,0,.,"EnerVest Operating, LLC",0,0,204319,22,204341
152,34200000000000,3415123018,"EnerVest Operating, LLC",STARK,40.77081298,-81.48440925,ENERVEST OPERATING LLC,.,.,PERRY,HOL-WIT INC (SWIW #22)     3,.,AI,SWD-july2018,.,"EnerVest Operating, LLC",10157,0,.,"EnerVest Operating, LLC",11950,0,.,"EnerVest Operating, LLC",10588,0,.,"EnerVest Operating, LLC",12608,0,.,"EnerVest Operating, LLC",10557,0,.,"EnerVest Operating, LLC",14438,0,.,"EnerVest Operating, LLC",5652,0,.,"EnerVest Operating, LLC",9294,0,.,"EnerVest Operating, LLC",7286,0,.,"EnerVest Operating, LLC",10623,0,.,"EnerVest Operating, LLC",5357,0,.,"EnerVest Operating, LLC",11630,0,.,"EnerVest Operating, LLC",2544,0,.,"EnerVest Operating, LLC",13827,0,.,"EnerVest Operating, LLC",5534,0,.,"EnerVest Operating, LLC",18739,0,.,"EnerVest Operating, LLC",20859,0,.,"EnerVest Operating, LLC",15597,0,.,"EnerVest Operating, LLC",1382,0,.,"EnerVest Operating, LLC",23777,0,.,"EnerVest Operating, LLC",13705,0,.,"EnerVest Operating, LLC",12982,0,.,"EnerVest Operating, LLC",13056,0,.,"EnerVest Operating, LLC",15876,0,.,"EnerVest Operating, LLC",11004,0,.,"EnerVest Operating, LLC",10431,0,.,"EnerVest Operating, LLC",4431,0,.,"EnerVest Operating, LLC",1060,0,.,"EnerVest Operating, LLC",11854,0,.,"EnerVest Operating, LLC",4216,0,.,"EnerVest Operating, LLC",3725,0,.,"EnerVest Operating, LLC",2885,0,.,"EnerVest Operating, LLC",7939,0,.,"EnerVest Operating, LLC",2037,0,.,"EnerVest Operating, LLC",3412,0,.,"EnerVest Operating, LLC",6217,0,.,"EnerVest Operating, LLC",0,0,.,"EnerVest Operating, LLC",0,0,368343,0,368343
153,34200000000000,3415121198,Heckman Water Resources,STARK,40.77734774,-81.26222226,HECKMANN WATER RESOURCES (CVR) INC,.,.,OSNABURG,ED LYONS (GENET) {SWIW#6}     1,.,AI,SWD-july2018,.,"Ray Pander Trucking, Inc.",26648,205,.,"Ray Pander Trucking, Inc.",29569,178,.,"Ray Pander Trucking, Inc.",32162,674,.,"Ray Pander Trucking, Inc.",28966,738,.,"Ray Pander Trucking, Inc.",32238,2943,.,"Ray Pander Trucking, Inc.",31143,7402,.,"Ray Pander Trucking, Inc.",25773,5281,.,"Ray Pander Trucking, Inc.",22629,17855,.,"Ray Pander Trucking, Inc.",14625,42578,.,"Ray Pander Trucking, Inc.",7734,27312,.,"Ray Pander Trucking, Inc.",4505,12596,Heckmann,"Ray Pander Trucking, Inc.",7668,3450,"Ray Pander Trucking, Inc.",Heckman Water Resources INC.,3550,3071,Nuverra,Heckman Water Resources INC.,3891,6366,Nuverra/ Heckman,"Ray Pander Trucking, Inc.",7793,1432,.,Nuverra/Heckman,9829,255,.,Nuverra/Heckman,20505,409,.,Nuverra/Heckman,16548,5491,Nuverra,Heckman Water Resources INC.,10561,6026,.,Nuverra/Heckman,5883,1445,.,Nuverra/Heckman,0,0,.,Nuverra/Heckman,0,0,.,Nuverra/Heckman,0,0,.,Nuverra/Heckman,0,0,.,Nuverra/Heckman,0,0,.,Nuverra/Heckman,0,0,Nuverra,Heckman Water Resources,0,110,Nuverra,Heckman Water Resources,395,600,Nuverra,Heckman Water Resources,671,0,Nuverra,Heckman Water Resources,336,0,.,Heckman Water Resources,206,110,.,Heckman Water Resources,159,0,.,Heckman Water Resources,0,0,.,Heckman Water Resources,0,0,.,Heckman Water Resources,0,0,.,Heckman Water Resources,0,0,.,Heckman Water Resources,0,0,.,Heckman Water Resources,0,0,408463,152413,560876
154,34200000000000,3415122783,PT Services LLC,STARK,40.77808947,-81.08868077,"PETROX, INC",.,.,PARIS,NIUMAN EDWIN A & NORMA A     1-SWIW 13,.,AI,SWD-july2018,.,PT Services LLC,2781,1840,.,PT Services LLC,6201,825,.,PT Services LLC,14033,2971,.,PT Services LLC,7280,0,.,PT Services LLC,12544,4838,.,PT Services LLC,21829,21785,.,PT Services LLC,15220,2103,.,"PETROX, INC.",13640,0,.,PT Services LLC,14511,2922,.,PT Services LLC,8620,9532,"Petrox, INC",PT Services LLC,5190,0,"Petrox, INC",PT Services LLC,5277,0,"Petrox, INC",PT Services LLC,5711,185,"Petrox, INC",PT Services LLC,4665,0,"Petrox, INC",PT Services LLC,4849,0,"Petrox, INC",PT Services LLC,4045,0,"Petrox, INC",PT Services LLC,3302,0,"Petrox, INC",PT Services LLC,3833,0,"Petrox, INC",PT Services LLC,2018,0,"Petrox, INC",PT Services LLC,3652,0,"Petrox, INC",PT Services LLC,4057,0,"Petrox, INC",PT Services LLC,4072,0,.,PT Services LLC,3251,0,Petrox,PT Services LLC,2911,0,.,PT Services LLC,3176,0,.,PT Services LLC,3004,0,.,PT Services LLC,0,0,.,PT Services LLC,725,0,.,PT Services LLC,723,0,.,PT Services LLC,765,0,.,PT Services LLC,600,0,.,PT Services LLC,425,0,.,PT Services LLC,477,0,.,PT Services LLC,925,0,.,PT Services LLC,225,0,.,PT Services LLC,720,0,.,PT Services LLC,0,0,.,PT Services LLC,0,0,210345,56677,267022
155,34200000000000,3415122459,"Brineaway, Inc.",STARK,40.79260909,-81.23936135,BRINEAWAY INC,.,.,OSNABURG,J & E WALKER (SWIW#20)     2,.,AI,SWD-july2018,.,"Brineaway, Inc.",3330,0,.,"Brineaway, Inc.",2810,0,.,"Brineaway, Inc.",5068,0,.,"Brineaway, Inc.",2426,0,.,"Brineaway, Inc.",4097,0,.,"Brineaway, Inc.",2569,0,.,"Brineaway, Inc.",5074,0,.,"Brineaway, Inc.",4000,0,.,"Brineaway, Inc.",5403,1928,.,"Brineaway, Inc.",14213,3124,.,"Brineaway, Inc.",8887,1085,.,"Brineaway, Inc.",6953,1313,.,"Brineaway, Inc.",6430,0,.,"Brineaway, Inc.",5479,822,.,"Brineaway, Inc.",4572,100,.,"Brineaway, Inc.",8189,0,.,"Brineaway, Inc.",10990,0,.,"Brineaway, Inc.",3601,0,.,"Brineaway, Inc.",853,0,.,"Brineaway, Inc.",9263,0,.,"Brineaway, Inc.",6185,0,.,"Brineaway, Inc.",5933,0,.,"Brineaway, Inc.",5056,0,.,"Brineaway, Inc.",9031,0,.,"Brineaway, Inc.",8222,0,.,"Brineaway, Inc.",8125,0,.,"Brineaway, Inc.",10172,0,.,"Brineaway, Inc.",10412,0,.,"Brineaway, Inc.",6922,0,.,"Brineaway, Inc.",8026,0,.,"Brineaway, Inc.",4125,0,.,"Brineaway, Inc.",2291,0,.,"Brineaway, Inc.",6902,0,.,"Brineaway, Inc.",4546,0,.,"Brineaway, Inc.",7172,0,.,"Brineaway, Inc.",9334,0,.,"Brineaway, Inc.",0,0,.,"Brineaway, Inc.",0,0,234856,8372,243228
156,34200000000000,3415121351,"Brineaway, Inc.",STARK,40.79772621,-81.24287636,BRINEAWAY INC,.,.,OSNABURG,SALTY DOG(SWIW#18)     2,.,AI,SWD-july2018,.,"Brineaway, Inc.",205,0,.,"Brineaway, Inc.",426,0,.,"Brineaway, Inc.",525,0,.,"Brineaway, Inc.",85,0,.,"Brineaway, Inc.",454,0,.,"Brineaway, Inc.",106,0,.,"Brineaway, Inc.",62,0,.,"Brineaway, Inc.",60,0,.,"Brineaway, Inc.",160,0,.,"Brineaway, Inc.",250,0,.,"Brineaway, Inc.",100,0,.,"Brineaway, Inc.",100,0,.,"Brineaway, Inc.",246,0,.,"Brineaway, Inc.",202,0,.,"Brineaway, Inc.",95,0,.,"Brineaway, Inc.",124,0,.,"Brineaway, Inc.",109,0,.,"Brineaway, Inc.",271,0,.,"Brineaway, Inc.",104,0,.,"Brineaway, Inc.",105,0,.,"Brineaway, Inc.",113,0,.,"Brineaway, Inc.",110,0,.,"Brineaway, Inc.",81,0,.,"Brineaway, Inc.",41,0,.,"Brineaway, Inc.",47,0,.,"Brineaway, Inc.",56,0,.,"Brineaway, Inc.",314,0,.,"Brineaway, Inc.",105,0,.,"Brineaway, Inc.",146,0,.,"Brineaway, Inc.",165,0,.,"Brineaway, Inc.",43,0,.,"Brineaway, Inc.",22,0,.,"Brineaway, Inc.",85,0,.,"Brineaway, Inc.",47,0,.,"Brineaway, Inc.",20,0,.,"Brineaway, Inc.",20,0,.,"Brineaway, Inc.",0,0,.,"Brineaway, Inc.",0,0,6112,0,6112
157,34200000000000,3415121295,"Brineaway, Inc.",STARK,40.79952799,-81.24446778,BRINEAWAY INC,.,.,OSNABURG,P & J KOLM {SWIW#23}     1,.,AI,SWD-july2018,.,"Brineaway, Inc.",8822,0,.,"Brineaway, Inc.",9721,0,.,"Brineaway, Inc.",3165,0,.,"Brineaway, Inc.",2947,0,.,"Brineaway, Inc.",5018,0,.,"Brineaway, Inc.",6561,0,.,"Brineaway, Inc.",6326,0,.,"Brineaway, Inc.",3715,920,.,"Brineaway, Inc.",1031,927,.,"Brineaway, Inc.",1057,0,.,"Brineaway, Inc.",5342,166,.,"Brineaway, Inc.",6030,799,.,"Brineaway, Inc.",7552,0,.,"Brineaway, Inc.",7293,500,.,"Brineaway, Inc.",4840,0,.,"Brineaway, Inc.",3050,0,.,"Brineaway, Inc.",6376,0,.,"Brineaway, Inc.",8794,0,.,"Brineaway, Inc.",5005,0,.,"Brineaway, Inc.",2240,0,.,"Brineaway, Inc.",3722,1198,.,"Brineaway, Inc.",8501,0,.,"Brineaway, Inc.",2881,0,.,"Brineaway, Inc.",1129,0,.,"Brineaway, Inc.",33,0,.,"Brineaway, Inc.",30,0,.,"Brineaway, Inc.",210,0,.,"Brineaway, Inc.",0,0,.,"Brineaway, Inc.",194,0,.,"Brineaway, Inc.",83,0,.,"Brineaway, Inc.",85,0,.,"Brineaway, Inc.",45,0,.,"Brineaway, Inc.",143,0,.,"Brineaway, Inc.",94,0,.,"Brineaway, Inc.",29,0,.,"Brineaway, Inc.",78,0,.,"Brineaway, Inc.",0,0,.,"Brineaway, Inc.",0,0,132178,4510,136688
